CompanyName,Sector,Stage,Fund_Amount,HeadQuarter,What_it_does,Funding_Year,Founders,Investor,Founded
MicroDegree,EdTech,,$Undisclosed,Mangalore,MicroDegree is an ed-tech platform working towards democratising technology and job ready skills for Bharat.,2021,"Gaurav Kamath, Rakesh Kothari, Manikanta Nair",Research Innovation Incubation Design Labs,2019.0
Saarthi Pedagogy,EdTech,$1000000,"JITO Angel Network, LetsVenture",Ahmadabad,"India's fastest growing Pedagogy company, serving to school as an academic growth partner and provide 360° solutions to schools on Academic Strategies",2021,Pedagogy,Sushil Agarwal,2015.0
Synapsica,HealthCare,Series A,$4000000,New Delhi,Artificial Intelligence tools to make quality diagnostic assessment available for all.,2021,"Meenakshi Singh, Dr Cherian, Kuldeep Singh Chauhan","IvyCap Ventures, Endiya Partners",2017.0
Kwik Foods,Food & Beverages,Seed,$Undisclosed,Gurugram,Kwik Foods is one of the fastest-growing D2C fresh food brands that is disrupting the food industry,2021,"Prabhleen Kaur, Harshal Patel",9Unicorns,2020.0
Plutomen,AR startup,,$300000,Ahmadabad,Plutomen Technologies Pvt Ltd founded in Nov 2016 is recognized start-up by DIPP in the field of Emerging Technology.,2021,Keyur Bhalavat,"GUSEC Seed Fund, DeVX Venture Fund",2016.0
GoMechanic,Automotive,Series C,$42000000,Gurugram,"GoMechanic is India’s leading multi-brand car service company, committed to making the car servicing experience hassle-free & easy for everyone.",2021,Kushal Karwa,"Tiger Global, Sequoia",2016.0
Grinntech,Automotive,,$2000000,Chennai,"Grinntech is an investor backed, growth phase start-up, leading on all front of battery design for EV applications.",2021,"Nikhilesh Mishra, Puneet Jain",,2013.0
Nobel Hygiene,HealthCare,,$60000000,Mumbai,"Nobel Hygiene is one of the leading disposable hygiene care products manufacturer in the country with an ISO 9001:2015 and CE certification, headquartered in Mumbai.",2021,Johari Kamal,Quadria Capital,1999.0
Green Cure,HealthCare,Pre-series A,$Undisclosed,New Delhi,World's first company to combine German Engineering with Indian Ayurveda in health products,2021,Sanchit Garg,Venture Catalysts,2015.0
Classplus,EdTech,Series C,$65000000,Noida,Classplus was born out of an urge to redefine classroom engagement in this country.,2021,"Mukul Rustagi, Bhaswat Agarwal",Tiger Global,2017.0
WINDO,E-commerce,Seed,$500000,Hyderabad,Convert Instagram Page Into an Online Store in under 2-minutes. Create a free online store and automate your sales.,2021,"Silus Reddy Chintapalli, Rakesh Vaddadi",Unicorn India Ventures,2020.0
ApnaKlub,E-commerce,Pre-series A,$Undisclosed,Bangalore,Supporting independent businesses and retail entrepreneurs with better than market wholesale prices and supply chain.,2021,"Shruti, Manish Kumar","Blume Ventures, Whiteboard Capital",2020.0
LegalPay,FinTech,,$Undisclosed,New Delhi,A tech focused B2B litigation finance company in India.,2021,Kundan Shahi,Ashwini Kakkar. 9Unicorns,2019.0
Lavado,Consumer service,,$Undisclosed,Mumbai,A startup that is trying to permanently change the way people approach the cleaning and maintenance of their apparel and accessories.,2021,Disha Jain,Ashish Shah,2016.0
Navars,EdTech,,$Undisclosed,Hyderabad,"Navars Edutech comprises dynamic mix of intellectual professionals, managerial team, Subject matter experts and Astronomy and Space researchers.",2021,Sravan Varma Datla,Faad Network,2019.0
GoBolt,Logistics,Series B,$20000000,Gurugram,"GoBOLT is a tech-logistics company operating in Line Haul & Short Haul Trucking, creating value through dis-intermediation, increased asset utilization and extensive use of technology.",2021,"Naitik Baghla, Parag Aggarwal, Sumit Sharma","Paragon Partners, Aavishkaar Capital",2015.0
Loco,Gaming,Seed,$9000000,Bangalore,Loco is India's leading live game streaming app.,2021,"Anirudh Pandita, Ashwin Suresh","Krafton, Lumikai",2018.0
Auric,HealthCare,Pre-series A,$2000000,New Delhi,Contemporary Beauty & Wellness Brand Based on Ayurveda,2021,Deepak Agarwal,Venture Catalysts,2017.0
Edmingle,EdTech,,$300000,Bangalore,Edmingle is a platform for all educators who want to launch their courses and sell them online.,2021,Gaurav Doshi,"Indovation Fund, Mumbai Angels",2016.0
Slice,FinTech,,$20000000,Bangalore,"Slice is India's best credit card challenger to pay bills, manage expenses, and unlock rewards.",2021,Rajan Bajaj,"Gunosy, Blume Ventures",2016.0
Humit,Music,Pre-seed,$Undisclosed,Bangalore,Humit is a social networking app for music sharing and discovery.,2021,"Rohit Ganapathy, Prithvi Sankar, Ishaan Negi",Antler India,2020.0
Airblack,IT startup,Series A,$5200000,Gurugram,Airblack is on a mission to help people convert their passion to a livelihood.,2021,"Videt Jaiswal, Vaibhav Raj Gupta","Edge Ventures, Elevation Capital",2019.0
NIRAMAI,HealthCare,,$Undisclosed,Bangalore,"NIRAMAI has developed a novel breast cancer screening solution that uses Thermalytix, i.e. machine intelligence over thermography images.",2021,Geetha Manjunath,CDC Group,2016.0
Intervue,SaaS startup,Seed,$Undisclosed,New Delhi,World's fastest collaborative environment to take tech interviews.,2021,"Rahul Arora, Pushpender Singh Rautela","Titan Capital, Kunal Shah",2021.0
Nestroots,Fashion,Seed,$100000,Gurugram,"Ottoman, Stool, Brass Kitchen Solutions, Masala Box, Roti Box, Bar Accessories and Many Gifting Options at Nestroots.",2021,Chhavi Singh,We Founder Circle,2016.0
Detect Technologies,Automation,,$12000000,Chennai,Detect Technologies is a leading Industrial AI company that is building innovative solutions and cutting-edge technology for the industrial ecosystem.,2021,Daniel Raj David,"Accel Partners, Elevation Capital",2016.0
CredR,Automotive,,$6500000,Bangalore,CredR is India’s Most Trusted Used Two-Wheeler Consumer Brand that leverages Technology & Processes to simplify the Used Two-wheeler Market.,2021,Sasidhar Nandigam,"Yamaha Motors, Omidyar Network India, Eight Roads Ventures",2015.0
Fourth Partner Energy,Solar,,$125000000,Hyderabad,"Fourth Partner Energy is India’s leading distributed solar energy firm focusing on building and financing solar projects across the private and public sectors for commercial, industrial and institutional entities.",2021,Vivek Subramanian,"Norfund, The Rise Fund",2010.0
TABLT,HealthCare,Seies A,$3000000,Kolkata,TABLT [Previously Sabse Sasta Dukaan] is one of India's most trusted online pharmacy dealing in medicines and other healthcare products.,2021,Anish Agarwal,Siti Cable,2018.0
Hesa,IT startup,Seed,$2000000,Hyderabad,HESA is connecting Bharat with India and India with Bharat Phygitally. We are bridging the gap for the world’s largest customer base that resides in rural India.,2021,"Vamsi Udayagiri, Hema Nandiraju","Venture Catalysts, 9unicorns",2020.0
Powerhouse91,Consumer goods,Seed,$Undisclosed,Gurugram,"A tech-driven company that acquires, operates, and scales outstanding ecommerce brands in India.",2021,"Shashwat Diesh, Aqib Mohammed",Crossbeam Venture Partners,2020.0
Nalanda Learning,EdTech,,$5000000,Kolkata,India's 1st Online Preschool with Blended Learning Model,2021,Tamal Mukherjee,Aavishkaar Capital,2011.0
Chargeup,Renewable Energy,Pre-series A,$Undisclosed,New Delhi,"""Battery as a Service"" for 3 wheeler & 2 wheelers",2021,"Varun Goenka, Akshay Kashyap",Mapmyindia,2019.0
Knackit,IT startup,,$100000,Bangalore,Knackit is a talent sharing platform where users can showcase and monetize their artistry.,2021,"Pranjal Kumar, Akanksha Bhardwaj",Jyoti Bansal,2019.0
Treebo Hotels,Hospitality,Series D,$16000000,Bangalore,Treebo Hotels is India's most loved hotel chain in the premium-budget segment.,2021,"Sidharth Gupta, Kadam Jeet Jain, Rahul Chaudhary",Accor,2015.0
Raptee Energy,Automotive,,$700000,Chennai,Raptee Energy Inc. is looking to accelerate the transition to smart and sustainable mobility!,2021,Phunith Kumar,,2019.0
Meddo,HealthCare,,$6000000,Gurugram,Meddo (Arctern Healthcare) are re-defining how primary and secondary healthcare is provided in India through a connected care delivery platform.,2021,"Saurabh Kochhar, Dr Naveen Nishchal","SRI Capital, Picus Capital, Alkemi Capital",2018.0
Supertails,Pet care,Pre-series A,$2600000,Bangalore,Supertails is building a digital pet care platform which offers expert led healthcare services and products.,2021,"Vineet Khanna, Varun Sadana, Aman Tekriwal","Saama Capital, DSG Consumer Partners",2021.0
SkilloVilla,EdTech,Seed,"$300,000",Bangalore,Mission to support young graduates in enhancing their learnings and transform them into big earnings.,2021,"Ronak Agrawal, Rajat Agrawal, Deepak Kharol",Titan Capital,2020.0
Cancer Clinics,HealthCare,Pre-series A,"$1,500,000",Telugana,"Cancer Helpline is a source of information and support, helping with all the things that people affected by cancer want and need.",2021,"Sonali Srungaram, Sasi Sunkara",Axilor,2014.0
Velocity,FinTech,Seed,"$1,300,000",Bangalore,Velocity provides revenue-based-financing to online businesses. It aims to build the future of banking and financial services for new age businesses in India.,2021,"Abhiroop Medhekar, Atul Khichariya, Saurav Swaroop",Valar Ventures,2020.0
Happy Jars,Food & Beverages,Seed,"$400,000",New Delhi,"Manufacture and retail a delicious range of all-natural nut butters, made without oil, sugar or preservatives.",2021,"Surabhi Talwar, Vikram Sekhar",Inflection Point Ventures,2016.0
Inshorts,Media,,"$40,000,000",Noida,Inshorts is a news aggregator application that collects and summarizes news based on user behavior and preferences.,2021,"Anunay Pandey, Azhar Iqubal, Deepit Purkayastha","Addition, SIG Global India Fund",2013.0
ExtraaEdge,MarTech,Pre-series A,"$1,000,000",Pune,Data Science powered - Admission & Marketing CRM Automation for Education Enrolments,2021,"Abhishek Ballabh, Sushil Mundada","9Unicorns Accelerator Fund, Indian Angel Network",2015.0
Zotalabs,Tech Startup,Seed,"$1,250,000",Pune,Zotalabs gives the power of Emerging Technology to your digital automation with our easy to use APIs.,2021,"Nausherwan Shah, Wasim Khan",Alfa Ventures,2019.0
Voiro,Advertisement,Pre-series A,"$1,800,000",Bangalore,Voiro is the first all-in-one revenue management suite exclusively for ad-led digital publishers across media.,2021,"Anand Gopal, Kavita Shenoy",1Crowd,2014.0
Dream Sports,Gaming,,"$400,000,000",Mumbai,"Dream Sports is India’s leading sports technology company with brands such as Dream11, FanCode, DreamX and DreamSetGo in its portfolio.",2021,"Bhavit Sheth, Harsh Jain","TCV, D1 Capital Partners, Falcon Edge.",2008.0
Safex Chemicals,AgriTech,,"$50,000,000",New Delhi,Safex Chemicals India Ltd is a leading company having a strong foothold in the Indian agrochemicals industry.,2021,"SK Jindal, SK Chaudhary",BanyanTree Finance Pvt. Ltd.,1991.0
Instoried,Content creation,,Undisclosed,Bangalore,Instoried is an augmented writing platform which improves customer interest and engagement.,2021,"Sharmin Ali, Sutanshu Raj","EXPERT DOJO, Mumbai Angels",2018.0
Rupifi,FinTech,Pre-series A,"$4,100,000",Bangalore,Rupifi operates a software-as-a-service (SaaS) firm focussed on financial products.,2021,Anubhav Jain,Quona Capital,2019.0
Moneyboxx,FinTech,Debt,"$3,000,000",Mumbai,Moneyboxx Finance provides easy access to financing to the deserving micro enterprises.,2021,Deepak Aggarwal,"Ashv Finance, BlackSoil Capital",1994.0
CityMall,E-commerce,Series A,"$11,000,000",Gurugram,CityMall is a social e-commerce platform that sells lifestyle and curated products via peer-to-peer referrals on WhatsApp.,2021,"Angad Kikla, Divij Goyal","WaterBridge Ventures, SAIF Partners",2019.0
Janani,Heathcare,Seed,"$1,000,000",Bangalore,Janani.ai is a fertility care provider.,2021,Nilay Mehrotra,"Sweta Rau, 9Unicorns Accelerator Fund",2020.0
ReshaMandi,AgriTech,Seed,"$1,700,000",Bangalore,India's 1st award winning technology led digital ecosystem for Silk,2021,Utkarsh Apoorva,"Omnivore, Strive Ventures",2020.0
Bombay Shaving Company,Lifestyle,,"$2,000,000",New Delhi,"Bombay Shaving Company is a consumer goods company that focuses on developing a range of shave care, beard care, and skincare products.",2021,"Deepu Panicker, Raunak Munot, Rohit Jaiswal, Shantanu Deshpande","Rajesh Sud, KULDEEP JAIN",2015.0
DotPe,FinTech,Series A,"$27,000,000",Gurugram,DotPe is a technology start-up providing a commerce and payments platform to offline enterprise businesses.,2021,"Anurag Gupta, Gyanesh Sharma, Shailaz Nag","PayU, Google",2019.0
Homingos,Augmented reality,,Undisclosed,Bangalore,Homingos is an Augmented reality (AR)-based social networking platform.,2021,"Shourya Agarwal, Malhar Patil, Rajat Gupta","Sundi Natarajan, Srinivas Anumolu",2018.0
Anar Business Community,Tech Startup,,Undisclosed,Mumbai,Anar is a communications and networking platform for businesses around the world.,2021,"Nishank Jain, Sanjay Bhat","Titan Capital, First Cheque",2020.0
Five Star Finance,FinTech,,"$234,000,000",Chennai,Five-Star is a Registered Non Banking Finance Company (NBFC) with Reserve Bank of India (RBI).,2021,V K Ranganathan,"TPG Capital Asia, Epiq Capital",1984.0
Settlrs,Rental space,Pre-series A,Undisclosed,Bangalore,"A B2B rental services company for furniture, home appliances, electronic and IT infrastructure.",2021,"Gaurav Ranebennur, Nishanth Janadri",MaGEHold Pte. Ltd.,2018.0
BYJU'S,EdTech,Series F,"$460,000,000",Bangalore,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,2021,"Byju Raveendran, Divya Gokulnath","BlackRock, Owl Ventures",2011.0
Annapurna Finance,FinTech,,"$30,000,000",Bhubaneswar,Annapurna Microfinance is a microfinance venture that works for the financial and economic upliftment of underserved and unreached women.,2021,Gobinda Chandra Pattnaik,"Asian Development Bank, Oman India Joint Investment Fund",2009.0
HealthPlix,HealthCare,Series B,"$13,500,000",Bangalore,HealthPlix is a healthtech startup,2021,"Raghuraj Sunder Raju, Sandeep Gudibanda","JSW Ventures, Kalaari Capital",2014.0
Masai School,EdTech,Series A,"$5,000,000",Bangalore,Masai School is a job-oriented software training services.,2021,Prateek Shukla,"Unitus Ventures, Omidyar Network India",2019.0
Bewakoof,D2C Fashion,,"$4,000,000",Mumbai,"Society perceives Bewakoof as stupid.But what does society call Bewakoof?Often, it’s anything different or anything that’s done differently.",2021,Prabhkiran Singh,"IvyCap Ventures, Pratithi Investment Trust",2011.0
IndiaLends,FinTech,,"$5,100,000",New Delhi,IndiaLends is a digital lending and borrowing marketplace.,2021,"Gaurav Chopra, Mayank Kachhwaha","ACPI Investments, AdvantEdge Founders",2014.0
Stelis Biopharma,BioTechnology,Series B,"$195,000,000",Bangalore,Stelis Biopharma is a vertically integrated biopharmaceutical company.,2021,Pudhucode Radhakrishnan Kannan,"RouteOne, Mankekar Family Office",2007.0
Tilt,Bike Rental,,"$125,000",Bangalore,A bike-share for Indian campuses,2021,Deepak VS,Y Combinator,2016.0
NeoDove,AI startup,Seed,"$15,000,000",Jaipur,"Neodove is an AI-powered, end to end tech-enabled customer communication and reporting solution.",2021,Aprit Khandelwal,India Quotient,2020.0
Zaara Biotech,BioTechnology,,"$10,000,000",Kottayam,India's First Algal-seaweed Biotechnology Students' Startup in collaboration with ICAR- Central Institute of fisheries and Technology,2021,Najeeb Bin Haneef,TCN International Commerce,2016.0
KreditBee,FinTech,Seed,"$75,000,000",Bangalore,KreditBee is a digital lending platform developed to assist young professionals with their personal finances.,2021,"Karthikeyan Krishnaswamy, Madhusudan Ekambaram, Wan Hong","Alpine Capital, PremjiInvest",2018.0
True Balance,FinTech,Debt,"$10,000,000",Gurugram,True Balance is a digital wallet that enables users to access utility bill payment and other financial products.,2021,"Cheolwon Lee, Jay Yi, Martin Lee","Bon Angels Venture Partners, Daesung Private Equity",2014.0
